,Manufacturer,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price
1168,Asus,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Windows,2.2,36900
1169,Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,39800
1170,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,70900
1171,Asus,Notebook,14.0,1920x1080,Intel Core i3,4,256GB SSD,Intel HD,Windows,2.0,76900
1172,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,4,1TB Hybrid,Intel HD,Windows,2.32,82500
1173,Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,3.31,130500
1174,MSI,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.91,215337
1175,HP,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows,2.07,65000
1176,Lenovo,2 in 1 Convertible,14.0,2560x1440,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.36,163700
1177,Lenovo,Ultrabook,15.6,1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows,1.54,83100
1178,Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,89501
1179,Acer,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Windows,2.1,33300
1180,HP,Notebook,15.6,1920x1080,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows,2.18,79900
1181,Asus,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.591,90900
1182,Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,2.09,117900
1183,Acer,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows,2.23,69100
1184,Dell,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Linux,1.23,109900
1185,Acer,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.2,259900
1186,Lenovo,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows,2.4,81900
1187,Samsung,2 in 1 Convertible,12.3,2400x1600,Samsung Cortex A72&A53,4,32GB Flash Storage,ARM Mali,Chrome OS,1.15,65900
1188,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.86,48500
1189,Apple,Ultrabook,12.0,2304x1440,Intel Core M,8,256GB Flash Storage,Intel HD,Mac OS,0.92,116300
1190,Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.6,119900
1191,HP,Notebook,15.6,1920x1080,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.21,132700
1192,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,1.9,36800
1193,Asus,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.3,215000
1194,Acer,Notebook,15.6,1366x768,Intel Celeron Dual,4,1TB HDD,Intel HD,Linux,2.1,27200
1195,MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.43,204890
1196,Dell,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,AMD Radeon,Windows,2.3,49900
1197,Lenovo,Notebook,15.6,1366x768,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,62900
1198,Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows,2.0,128500
1199,Dell,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.2,268000
1200,Asus,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,116900
1201,Dell,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows,2.36,88900
1202,HP,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.91,57900
1203,Lenovo,Notebook,15.6,1366x768,AMD E Series,4,500GB HDD,AMD Radeon,Windows,2.2,29900
1204,Acer,Notebook,17.3,1600x900,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows,3.3,62900
1205,Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,244900
1206,Apple,Ultrabook,12.0,2304x1440,Intel Core M,8,512GB Flash Storage,Intel HD,Mac OS,0.92,127900
1207,Asus,Notebook,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,174900
1208,MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.43,194899
1209,Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.191,99900
1210,Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,194900
1211,Acer,Netbook,11.6,1366x768,Intel Celeron Dual,2,32GB SSD,Intel HD,Chrome OS,1.3,17400
1212,Acer,Notebook,17.3,1600x900,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows,3.3,59800
1213,Lenovo,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Intel HD,No OS,2.8,53900
1214,Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,127200
1215,Acer,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.2,114900
1216,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2.3,152900
1217,MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,147611
1218,HP,Notebook,15.6,1920x1080,AMD A12 Series,6,1TB HDD,AMD Radeon,Windows,2.1,52900
1219,Dell,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.26,171337
1220,Dell,2 in 1 Convertible,15.0,1920x1080,Intel Core i3,4,500GB HDD,Intel HD,Windows,2.08,50900
1221,Asus,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,2.65,30900
1222,Dell,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.29,147700
1223,Dell,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,Linux,2.18,52186
1224,Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,102900
1225,MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,114900
1226,Lenovo,Netbook,12.5,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,165000
1227,Razer,Gaming,14.0,1920x1080,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows,1.95,349900
1228,Dell,Notebook,15.6,1366x768,Intel Core i3,8,1TB HDD,Intel HD,Windows,2.3,46901
1229,MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,159800
1230,Apple,Ultrabook,11.6,1366x768,Intel Core i5,4,256GB Flash Storage,Intel HD,Mac OS,1.08,95900
1231,HP,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Intel HD,Windows,2.1,47800
1232,HP,Ultrabook,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.54,219819
1233,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.24,73700
1234,MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.3,116900
1235,Lenovo,Notebook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.4,149900
1236,Lenovo,Notebook,15.6,1920x1080,AMD A12 Series,6,256GB SSD,AMD Radeon,Windows,2.2,59757
1237,Asus,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.45,128000
1238,Acer,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Linux,2.4,36180
1239,Dell,2 in 1 Convertible,17.3,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.77,179900
1240,HP,Notebook,14.0,1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows,1.54,109999
1241,Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,160000
1242,Dell,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.6,87500
1243,Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.34,232500
1244,Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.3,57300
1245,Dell,2 in 1 Convertible,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.24,181300
1246,Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Linux,2.2,32400
1247,HP,Notebook,15.6,1366x768,AMD A6 Series,4,500GB HDD,AMD Radeon,Windows,1.86,39900
1248,Lenovo,Notebook,15.6,1920x1080,Intel Core i3,6,128GB SSD,Nvidia GeForce,Windows,2.4,56900
1249,Lenovo,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.9,107200
1250,Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2.2,44399
1251,Asus,Notebook,15.6,1366x768,Intel Celeron Dual,4,1TB HDD,Intel HD,Windows,2.0,33900
1252,Asus,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.0,190000
1253,Dell,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows,2.29,49000
1254,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB Hybrid,AMD Radeon,Windows,2.32,89500
1255,MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.4,122900
1256,Lenovo,2 in 1 Convertible,14.0,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.8,83301
1257,Asus,Ultrabook,13.3,1920x1080,Intel Core M,8,512GB SSD,Intel HD,Windows,1.2,72900
1258,Dell,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD,Windows,2.3,45900
1259,Acer,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Linux,2.4,28900
1260,Dell,Notebook,15.6,1366x768,Intel Celeron Dual,2,500GB HDD,Intel HD,Windows,2.2,37900
1261,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900
1262,HP,Notebook,15.6,1920x1080,AMD A9 Series,6,1TB Hybrid,AMD Radeon,Windows,2.04,54999
1263,Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599
1264,HP,Netbook,11.6,1366x768,Intel Celeron Dual,2,32GB Flash Storage,Intel HD,Windows,1.17,20900
1265,Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032
1266,Lenovo,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800
1267,Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900
1268,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual,2,64GB Flash Storage,Intel HD,Windows,1.5,22900
1269,HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400
1270,Asus,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Windows,2.2,36900
1271,Asus,Ultrabook,13.3,1920x1080,Intel Core M,8,512GB SSD,Intel HD,Windows,1.2,72900
1272,Dell,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD,Windows,2.3,45900
1273,Acer,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Linux,2.4,28900
1274,Dell,Notebook,15.6,1366x768,Intel Celeron Dual,2,500GB HDD,Intel HD,Windows,2.2,37900
1275,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900
1276,HP,Notebook,15.6,1920x1080,AMD A9 Series,6,1TB Hybrid,AMD Radeon,Windows,2.04,54999
1277,Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599
1278,HP,Netbook,11.6,1366x768,Intel Celeron Dual,2,32GB Flash Storage,Intel HD,Windows,1.17,20900
1279,Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032
1280,Lenovo,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800
1281,Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900
1282,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual,2,64GB Flash Storage,Intel HD,Windows,1.5,22900
1283,HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400
1284,Asus,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Windows,2.2,36900
1285,Asus,Ultrabook,13.3,1920x1080,Intel Core M,8,512GB SSD,Intel HD,Windows,1.2,72900
1286,Dell,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD,Windows,2.3,45900
1287,Acer,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Linux,2.4,28900
1288,Dell,Notebook,15.6,1366x768,Intel Celeron Dual,2,500GB HDD,Intel HD,Windows,2.2,37900
1289,Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900
1290,HP,Notebook,15.6,1920x1080,AMD A9 Series,6,1TB Hybrid,AMD Radeon,Windows,2.04,54999
1291,Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599
1292,HP,Netbook,11.6,1366x768,Intel Celeron Dual,2,32GB Flash Storage,Intel HD,Windows,1.17,20900
1293,Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032
1294,Lenovo,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800
1295,Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900
1296,Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual,2,64GB Flash Storage,Intel HD,Windows,1.5,22900
1297,HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400
1298,Asus,Notebook,15.6,1366x768,Intel Celeron Dual,4,500GB HDD,Intel HD,Windows,2.2,36900
