Manufacturer,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Sales
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.37,195000,34612
Acer,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,126000,35534
Acer,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.2,259900,30845
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.5,116900,26902
Asus,Notebook,15.6,3840x2160,Intel Core i7,12,128GB SSD +  1TB HDD,Intel HD,Windows,2.06,129900,25776
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2.6,173827,29404
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.84,130400,27768
HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,Intel HD,Windows,2.04,57900,26001
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.3,126800,25450
Dell,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.6,169000,26119
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel UHD,Windows,1.2,186900,23484
HP,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.26,134900,31964
HP,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.35,119100,34479
Dell,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.36,177500,22431
HP,Netbook,12.5,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.26,148300,35132
HP,Ultrabook,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.34,132300,24296
HP,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.64,118543,27989
Dell,Gaming,17.3,2560x1440,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.36,275800,34499
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2.04,107000,24318
HP,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,1.91,97900,32837
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,134900,23509
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,1.91,71900,25276
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.28,255900,22981
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows,1.22,164900,27608
Dell,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.24,201310,28742
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,92900,29631
Lenovo,Notebook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.4,149900,31988
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows,1.62,127900,30225
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,114900,31927
Samsung,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.31,159900,27376
Samsung,Notebook,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,169900,33996
Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,1TB SSD,Intel Iris,Windows,1.3,179900,34183
Samsung,Ultrabook,13.3,1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows,0.81,164900,33749
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,2.17,89890,26017
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.42,250900,26413
Toshiba,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.47,172500,34092
Asus,Ultrabook,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.5,126200,27209
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.99,172900,27352
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.78,154564,31468
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.8,209448,26211
MSI,Gaming,17.3,3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows,2.43,264900,33133
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.91,215337,32897
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,189000,35429
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.4,114280,24882
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.78,239900,32455
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.94,181900,25382
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,119900,27352
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.8,192900,31965
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.14,249900,28368
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,209900,26621
MSI,Gaming,14,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.6,189100,25854
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,151119,32018
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,2.4,142500,22123
MSI,Gaming,18.4,1920x1080,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GTX,Windows,4.4,279900,23874
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,202900,28863
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.6,159900,24742
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.7,134900,35993
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,134848,31558
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,241500,28764
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.5,234900,33154
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.3,116900,26261
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.2,149900,24335
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,159800,29663
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.1,209900,33987
Asus,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows,2,122400,24779
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,16,1TB SSD,Intel HD,Windows,1.13,262500,22881
Asus,Gaming,17.3,1920x1080,Intel Core i7,24,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.33,126900,35804
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,83900,30350
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,119180,35629
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.78,249900,26506
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,148677,28165
Asus,Ultrabook,12.5,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,0.91,195000,30876
Asus,Gaming,17.3,1920x1080,Intel Core i7,12,1TB HDD,Nvidia GeForce,Linux,3,94900,30294
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2,138800,25950
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows,2.2,78900,23893
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,68500,30038
Acer,2 in 1 Convertible,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.2,114900,32407
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,94900,30758
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2.2,139900,25679
Toshiba,Notebook,15.6,1366x768,Intel Core i7,8,500GB HDD,Nvidia GeForce,Windows,2.2,81200,24371
Asus,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,12,512GB SSD +  2TB HDD,Nvidia GeForce,Windows,2.26,109900,22150
Toshiba,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.2,136300,28246
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.5,99900,29999
Asus,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows,2,133400,26797
Asus,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.7,104990,27241
Asus,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2,109400,27463
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,126500,34396
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,212200,28851
Toshiba,Ultrabook,13.3,1920x1080,Intel Core i7,32,512GB SSD,Intel HD,Windows,1.05,279900,35314
Toshiba,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.24,186500,28457
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.36,165000,23692
Asus,Ultrabook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,1.63,146800,28559
Asus,Gaming,15.6,1920x1080,Intel Core i7,24,512GB SSD,Nvidia GeForce,Windows,2.24,296800,25310
Lenovo,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows,2,169900,29548
Acer,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.2,193500,27994
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.4,122900,31924
MSI,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows,1.8,229900,27351
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.14,219900,33419
MSI,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,140900,34291
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,129900,24862
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,147611,32318
Asus,Notebook,15.6,1920x1080,Intel Pentium Dual,8,128GB SSD,Intel HD,Windows,2,58190,33223
HP,Notebook,13.3,3200x1800,Intel Pentium Dual,4,32GB Flash Storage,Intel HD,Chrome OS,1.29,61500,27070
Toshiba,Notebook,14,1366x768,Intel Pentium Dual,4,128GB SSD,Intel HD,Windows,1.75,49900,33753
Lenovo,Notebook,15.6,1920x1080,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2.2,34400,23151
Acer,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Linux,2.1,29800,23242
Lenovo,Notebook,15.6,1920x1080,Intel Pentium Quad,4,128GB SSD,Intel HD,Windows,2.2,34900,35205
Asus,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Linux,2,39899,27376
Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2.2,44399,34922
Asus,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,2,44900,22130
Asus,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,2.65,30900,20283
Acer,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,2.1,36351,36392
HP,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,1.96,50000,24372
Asus,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2,30400,10570
Acer,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2.4,38000,23817
Dell,Netbook,11.6,1366x768,Intel Pentium Quad,4,128GB SSD,Intel HD,Windows,1.63,74400,29808
Asus,Notebook,17.3,1366x768,Intel Pentium Quad,4,1TB HDD,Nvidia GeForce,Windows,2.8,47034,25725
Asus,Notebook,17.3,1600x900,Intel Pentium Quad,4,1TB HDD,Nvidia GeForce,Windows,2.8,53000,36813
Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,2.2,36900,30923
HP,Notebook,15.6,1366x768,Intel Pentium Quad,8,2TB HDD,Intel HD,Windows,2.04,38900,12943
HP,2 in 1 Convertible,11.6,1366x768,Intel Pentium Quad,4,256GB SSD,Intel HD,Windows,1.45,77500,12229
Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Linux,2.2,39349,33421
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,No OS,2.2,35999,33723
Acer,Notebook,11.6,1366x768,Intel Pentium Quad,4,128GB Flash Storage,Intel HD,Windows,1.4,48500,38248
HP,Notebook,14,1366x768,Intel Pentium Quad,8,2TB HDD,Intel HD,Windows,1.94,38900,21790
Acer,Notebook,14,1366x768,Intel Pentium Quad,4,128GB Flash Storage,Intel HD,Windows,1.6,34900,25548
Asus,Notebook,17.3,1366x768,Intel Pentium Quad,4,1TB HDD,Nvidia GeForce,Windows,2.8,46600,25468
HP,Notebook,15.6,1920x1080,Intel Pentium Quad,4,256GB SSD,Intel HD,Windows,1.86,39899,30197
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad,4,1TB HDD,Intel HD,Windows,2.2,30900,16118
Dell,2 in 1 Convertible,11.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Windows,1.47,47900,20340
Dell,Notebook,15.6,1366x768,Intel Pentium Quad,4,500GB HDD,Intel HD,Linux,2.2,32400,37539
Dell,Workstation,15.6,1920x1080,Intel Xeon E3,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro,Windows,2.23,199300,20258
Dell,Workstation,15.6,3840x2160,Intel Xeon E3,16,256GB SSD +  1TB HDD,Nvidia Quadro,Windows,2.8,305500,36152
Samsung,2 in 1 Convertible,12.3,2400x1600,Samsung Cortex A72&A53,4,32GB Flash Storage,ARM Mali,Chrome OS,1.15,65900,26886
